betas_1,betas_2,betas_3,betas_4,betas_5,betas_6,betas_7
0.000482220232903174,0.083213918978304,0.25826235654903,0.301553025813623,0.135422729381252,0.228688448516945,0.103190676300204
0.00022040139044815,0.0523853588308995,0.0696662597279154,0.145791422402113,0.219598290053423,0.220009410354714,0.346164625469704
0.000284367631532885,0.0752354403522915,0.0899919485365129,0.00916230354910864,0.215980968635341,0.25551514942409,0.312720387215255
0.000166072042177321,0.0222705992659983,0.123200815763272,0.0113157964236515,0.178310342076156,0.34316396620257,0.270729426665132
5.76372247272538e-05,-0.00216319933127389,0.147423955187808,0.0414386959477796,0.188244411356275,0.315048280334079,0.242927562355064
5.43615692221599e-05,0.000703805080227835,0.106645802444199,0.0184832616184027,0.189898046543316,0.239247753893134,0.365739329550657
9.38325730577159e-05,0.00466492785010126,0.171258216497583,0.0433370281413496,0.081887396138159,0.343169161215492,0.358736214100479
7.01978388274517e-05,0.0352586201884764,0.068739207124802,0.0320461759275913,0.177108028521875,0.284688855570205,0.302411394199864
2.61368171480654e-05,0.0117846425099412,0.14258572685662,0.0394320560710934,0.203582243900721,0.249960337860589,0.278722582835257
-3.62074761205841e-06,0.0245207399317991,0.0516929776306475,0.0685862217103612,0.161058530945243,0.318069792984232,0.308868180069313
1.4537160731645e-05,0.021577078105809,0.0214075082944741,0.00321730925356249,0.172259841513541,0.295388236843398,0.375166319806421
2.20788538706565e-05,0.00651241271938466,0.0132141807814225,0.086433979375355,0.124174525843853,0.293386143374773,0.355006350715168
5.13485071771484e-05,0.0441310955325433,-0.0104215146732962,0.11695800508778,0.151582795284844,0.329453280246134,0.261660477263024
-1.09012085921253e-05,0.0212643390335437,0.0780761205353052,0.0246462059917863,0.139351153222046,0.36799650546875,0.268208317417638
-2.82239476481134e-05,-0.0243946027951467,0.152484938377855,0.00336460294195794,0.137134581573486,0.359213372459676,0.285560401803485
-4.70647562686078e-05,0.0169369484385973,0.0443786311467556,0.048299153661392,0.147618663290594,0.236974683137493,0.400535592022261
6.90239930690678e-06,0.00676656195240451,0.0858241334095767,0.0645330627488554,0.104707204493162,0.366936632447199,0.24037385500734
-3.401579927919e-05,0.0976674653812268,-0.0103527368051696,0.0568056758233264,0.185048582551644,0.277598471809962,0.289754020662114
1.37107237052326e-05,0.0509534864857936,0.0697798390684903,0.0397848010132842,0.109802811529154,0.28016189465301,0.321611838588315
-7.59564273754037e-05,0.0537049017720376,-0.0149610891059712,0.0745555225311159,0.133648187805326,0.327154334652114,0.33452077964959
-2.82246711308824e-05,0.0153622151742017,0.0416181989968863,-0.00671623475822249,0.222504352475069,0.313975115701436,0.282137324104329
-3.55957810291527e-05,0.00532787755126413,0.00153180295568926,0.0787165034159519,0.15239845615776,0.261836273200633,0.376891260160048
-2.71601320575202e-05,0.0178495775523652,0.0316115433955153,0.0758225735590871,0.140464361261496,0.373043905341043,0.271610332094087
-7.84224187607968e-06,0.0237183118248234,0.0616812243218452,0.0441284611084478,0.0948970906487604,0.244358604323006,0.395320726758884
3.81600674817649e-05,-0.00463131787325633,0.135499149906047,0.00127354763011289,0.160029900378831,0.311258815275088,0.278919923770431
-4.81260809462909e-05,0.0407008373127272,0.002932366645209,0.0774978674667549,0.189122428980086,0.279764813999622,0.353357293783115
-4.24208991683822e-05,0.00364043889875692,0.0674332426081926,0.119527876800369,0.0928215453433698,0.305899796199574,0.335220256481996
-1.36585763925463e-05,0.00833549755970248,0.00768868415013264,0.104442410208373,0.131844001536496,0.276376063272271,0.365734722967894
1.07757515827782e-05,0.0325529631251388,0.0511068191163119,0.0336987803145573,0.162590628067381,0.245672837680629,0.346385014788841
-5.96674953140565e-05,-2.53113783857916e-05,0.0964846785387051,-0.00356289154911423,0.144436767394616,0.415178110208473,0.320582050508778
-2.40772152533047e-05,0.0336845828048806,-0.0101564025759743,0.110042500826901,0.150790459256624,0.266617703128949,0.411586106872745
-5.98341144096155e-06,0.0171463316004975,-0.03025986825484,0.0848805388002759,0.159112985911347,0.192958209692973,0.465176235899034
-2.99861053616229e-05,0.0111296387014156,0.0642836728085921,0.0173392196461891,0.117960153869155,0.318545562856645,0.383930484507499
-3.99762966226543e-05,-3.73312441098287e-08,0.0969744283529199,0.0125395598457947,0.125560707025081,0.344703702262044,0.378401616156677
-1.90141082665336e-05,0.00749024609865532,0.0179208434167521,0.0808208760591989,0.200743908298794,0.225898099770595,0.387954176572893
-4.20207004273028e-05,-0.0169985574060771,-0.0144345591972027,0.118754711476409,0.153815923037665,0.214606533376294,0.47982097307972
-2.21108392038277e-05,7.31306560393599e-05,0.0642679678997514,0.0258601186383549,0.156676420065782,0.36876815506496,0.351680941208332
-2.57051748029628e-05,-0.00924430907456212,0.0677299485966387,0.100423561630094,0.120015398421267,0.282404649484277,0.384153404409167
-3.98611690430707e-05,0.0442845117081709,-0.0149224795092352,-0.00628389290490432,0.174017857196323,0.335417408467214,0.425760457940659
-1.58427281677275e-05,0.0328612694988472,-0.00123022665887958,0.0848702623589353,0.162413155940644,0.310466739839003,0.366758989362107
-1.08445089419921e-05,0.0233339643646876,0.0107667904610248,0.0565009541908291,0.170181120682728,0.33984598217351,0.348940206983584
-5.28171185962512e-05,0.0347026540349911,0.0562191900195549,0.0237014748231597,0.13406708242695,0.304599225634254,0.442686497355296
1.33939422954616e-06,0.0149655096197035,0.0863561766399775,-0.00484707601580433,0.124798043069091,0.321126315848646,0.433301002563687
-7.52622587496473e-06,-0.0212095472396746,0.0797272755665134,0.0436149065011804,0.176380002862608,0.225236743953916,0.451417160972972
-1.41037806081636e-05,0.0341838075369131,0.0837112492919195,0.0159852739626637,0.187271084359158,0.241998512554098,0.415476067919967
-1.9451273983136e-05,-0.0165847404858335,0.104086020141168,-0.0155597706061216,0.131126211746229,0.366435128226431,0.433131557398177
-3.97056060902476e-05,0.00687099326717735,0.0735856011688185,0.019780582977192,0.122585732785894,0.317061866651172,0.49122481846222
8.80170798062498e-06,0.0269992791959338,0.113962945867804,0.0220925975661205,0.132093075488831,0.349169782617327,0.316093274722253
-7.77511082774263e-06,0.00175428605012245,0.0448277091609878,0.0798057279778585,0.162129594206941,0.285246583573862,0.452097474198878
-5.36510512622303e-05,0.0204989903430872,0.012803711312968,0.0934876408947939,0.12658998486583,0.367718019962495,0.442902430217642
-1.91954482718004e-05,0.00220280526679996,0.14502914918659,0.018643256758348,0.151456174574496,0.369741761726227,0.348303122820821
-1.89606136252068e-05,0.0143804548761071,0.0298888044209417,0.0539091763137544,0.144065577639493,0.346546322711538,0.447959548694038
-1.65507586048501e-05,0.0172658463987869,0.0953834990407705,0.0277538558509267,0.240992568934274,0.260917006903099,0.386548445319483
-4.9235927908708e-05,-0.0286554396747404,0.0379128564000838,0.105288744852031,0.217914102436725,0.275889143894154,0.472011550794315
8.78282603935702e-05,0.0128993932696444,0.02741982288521,0.0735234141326891,0.171944678613476,0.181632824201932,0.58290664804426
7.82038952236937e-06,0.0327927625447843,0.0943882022642624,0.0453598232335869,0.206620223305576,0.355519132925067,0.295593018693408
5.97323597109319e-06,0.00308374472969553,0.0516477882765236,0.0713282345167363,0.170297096858719,0.41324646168595,0.338936796689162
-8.52771305882115e-06,-0.00781787025943805,0.0448655173018875,0.145367939987559,0.351120658678485,0.297325789316458,0.233349344431732
-2.81916780632887e-05,0.043925419582277,0.00930742715072833,0.138981828747418,0.359185575989503,0.377208506945243,0.116724788769384
-4.8924416923369e-05,0.0615970536098573,-0.0672780334479123,0.100018455565173,0.255394720956843,0.339165465683519,0.420810028141401
-2.32975310583016e-05,0.00502994363651295,0.025439251423002,0.127874712273058,0.15586465913211,0.390422582624409,0.386638798558267
-2.59103334195056e-05,0.0239055039973627,-0.0300652164525059,0.102306740882086,0.135696858623914,0.406259360176556,0.416022564035694
-2.78457996585306e-05,0.0487243974888067,0.0495671454412093,0.0741148187933456,0.117869518200638,0.354160511080407,0.419652401186233
-3.1938961990151e-05,0.0190972754401032,0.0428570429513305,0.049000272666459,0.173780966765198,0.290530835684686,0.500096881599207
-3.51313185327709e-06,0.0113024512656358,0.00608703722946576,0.145186766416045,0.203416531790864,0.339375242051921,0.322325572918611
-2.2962287913478e-05,-0.00264018912006143,0.147910848444437,0.104701728860216,0.134306954517373,0.356441852884343,0.313915228112973
-4.64234102023042e-05,-0.0100219567314146,0.169726875693174,-0.0248920088271221,0.074320953859164,0.509641608896997,0.436668610687431
-5.49104638097453e-05,0.0272871535561759,0.055455080756866,0.101755582364496,0.11584377859798,0.300419408817882,0.521777880576112
-3.17708611778772e-05,0.0164188192206925,0.0681208627117404,0.0125258161406542,0.214571075607042,0.356037147288106,0.422669258965188
-3.01117577685206e-05,0.0391565951106181,-0.0328962009160983,0.109502320017972,0.148442187233898,0.353965581779148,0.479577499099545
-3.12366840578115e-05,-0.00113005385703074,0.077587973280501,0.057798886217842,0.0708647236498549,0.41905317830917,0.453166312996564
-1.82538242079353e-05,0.0230687439104259,0.135096972669191,0.0236414119831028,0.0684606839917356,0.372410046692258,0.44320829531821
1.81596238736565e-05,0.0255228344935538,0.0828026564371685,0.112046987142594,0.147483202369371,0.442410924866204,0.253172903228717
-9.13244554093801e-06,0.0105820680654486,0.150791017979917,0.0338463922408608,0.157199393726059,0.308844272061484,0.394342316634505
-3.87505800581562e-05,0.00477417803728935,0.123075079766725,0.135742648206996,0.159542656465887,0.258105924084498,0.452841323597494
6.44684369349629e-05,0.0646360196693044,0.0763315724750367,0.0381435806354475,0.220053680373724,0.290325871361245,0.333277806683038
-1.36478500463758e-05,-0.00205363785408001,0.302837419013463,0.0740523024084698,0.240415116710328,0.306495381944464,0.147013927971958
0.000163559592602394,0.0802239056641067,0.116301809560185,0.0803226609547327,0.199504602657519,0.427321567160169,0.103281031625811
